Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
andino,hembra,808.0557228673715,29.230517310648903,19.975342567155487,marrón,sano,49.998614573809576
americano,hembra,NA,31.48535585215723,NA,blanco,NA,12.671445418626568
peruano,macho,718.8158439869015,NA,18.0795722707892,negro,sano,11.758102332381055
peruano,hembra,608.2988645330765,20.381265341705312,17.141442060952773,blanco,sano,34.69630231395844
andino,macho,702.4031548029163,NA,18.79624798249018,negro,sano,50.96497860498075
abisinio,hembra,498.0561189781709,21.755164122482956,17.920919560904522,pintado,sano,56.63494701269623
híbrido,hembra,869.830071429563,20.505590934319777,22.501938966173533,tricolor,sano,45.49334205270958
abisinio,macho,482.6363553783541,18.39539178132585,NA,marrón oscuro,NA,50.70080443270049
andino,hembra,688.1893873637099,NA,19.46993065927843,blanco,sano,43.40966363306017
andino,hembra,870.7790818789308,NA,18.54295021446988,blanco,sano,29.578723262614716
andino,hembra,790.8936567883646,NA,18.196403996186376,negro,sano,44.23746120655337
andino,macho,866.0018896086663,NA,17.935423561689127,blanco,gordo,42.88303965136273
peruano,hembra,860.7110666631778,22.0845320410993,17.566185929766696,tricolor,gordo,33.84227239189599
peruano,macho,588.8571081826284,NA,16.465454962849094,blanco,sano,18.590056220660045
andino,hembra,939.5049368685436,24.795574035811576,19.859819966604174,blanco,sano,26.60759124799275
peruano,macho,695.077497093056,23.375470124145004,15.89128289391416,blanco,gordo,63.04463408088654
andino,hembra,NA,29.66989895417456,20.69688138650344,pintado,NA,34.89105172022732
andino,macho,602.5325561321886,24.124538956134057,17.271836039243563,blanco,sano,24.71674202455264
andino,macho,504.5430084198872,26.781340022832353,NA,negro,NA,34.731383103423894
peruano,macho,553.4147868111495,24.037615983836965,14.613435956081064,marrón,gordo,54.76207470657465
americano,macho,978.4953130550692,28.392517708007095,NA,gris,NA,27.75795717425591
peruano,hembra,771.1304598446134,26.206492680337252,NA,tricolor,NA,50.22968620380013
peruano,hembra,783.5481662622847,23.25738256351742,18.305866245582138,marrón,sano,41.08568881891162
peruano,hembra,NA,24.270412893871452,18.20766814975105,blanco,NA,43.498754328301494
peruano,hembra,704.3369325308646,NA,NA,blanco,NA,41.54698655727101
andino,macho,649.1712083234784,NA,17.29848626888463,marrón,sano,50.115364272519344
andino,hembra,842.0733215398186,24.636613760275687,NA,negro,NA,24.65357154873816
abisinio,hembra,448.26593581641816,22.8226694082983,14.606235978630435,pintado,sano,42.77462007502441
peruano,hembra,887.684255597527,23.4426210566357,18.586836914341568,marrón,gordo,35.43147697071842
peruano,hembra,884.5152793592358,29.96415651621293,17.832489245309212,negro,gordo,16.32892101540797
abisinio,hembra,738.6480911653676,22.626873436943875,16.819745732376322,marrón oscuro,gordo,41.66198768613625
andino,macho,710.1196842603634,27.34015563537589,17.046853855320386,negro,sano,12.287567226008964
abisinio,hembra,NA,NA,17.483156200262382,blanco,NA,13.448377692187794
andino,macho,NA,27.14130318929646,19.61501076110461,negro,NA,55.5901454494813
andino,macho,773.1168512871154,21.96851829449718,16.56925122702714,negro,gordo,18.904005910056057
andino,hembra,NA,30.690342674974076,NA,negro,NA,54.79685887688746
peruano,macho,610.3760517767531,22.856599786434852,16.081894606185653,tricolor,sano,42.95093337134767
andino,hembra,960.5988778879132,NA,NA,marrón,NA,19.82606102746056
andino,macho,823.3787683433576,NA,NA,negro,NA,36.92999267885887
peruano,macho,759.5943978280899,NA,16.683802152811698,marrón,gordo,33.19171704973955
andino,macho,483.5089634052256,NA,16.52921625695535,pintado,sano,54.43187783011747
peruano,hembra,702.1072667007074,28.793528021186937,NA,negro,NA,51.938803640369464
andino,hembra,848.2483902103733,25.834030376601437,NA,negro,NA,35.99625366385366
andino,hembra,804.059737642323,29.286120213718533,21.867676753776475,negro,sano,48.31007651313804
abisinio,hembra,599.4007791614969,25.72538294421512,NA,blanco,NA,37.839197510099766
peruano,hembra,799.0649634853465,25.625489003761995,NA,negro,NA,61.73174965515297
andino,hembra,768.1731471777659,21.77057023248698,21.67266210326006,negro,sano,32.98810362412752
híbrido,hembra,444.9292542781809,NA,NA,negro,NA,26.15745791276546
andino,macho,NA,27.846595537295983,19.80734706576394,negro,NA,29.946923078803906
andino,macho,692.6046832271237,25.645034821491027,19.844990904176576,negro,sano,36.81965162703545
andino,macho,686.6937378767157,21.833392185128293,17.427552701754166,pintado,sano,16.97884854734877
andino,macho,680.4283176482529,NA,17.537372968973724,blanco,sano,36.34193724063458
peruano,macho,NA,21.922596792896385,15.937410714607417,blanco,NA,39.017025359755806
andino,hembra,NA,26.033111547602697,19.711354924954826,blanco,NA,34.913257485178505
andino,macho,751.0018016888491,24.502958239828132,16.261975566747882,negro,gordo,41.22611634464326
peruano,hembra,681.5453765354977,27.378015093054216,NA,blanco,NA,64.48866239795214
peruano,macho,670.7893210015196,24.43071756786024,NA,blanco,NA,18.072095469239297
andino,hembra,NA,29.3502499063885,19.80836970112976,negro,NA,42.2614017633691
peruano,macho,706.0070947631384,NA,14.460253592681696,negro,gordo,34.80308109732133
andino,macho,664.2367043472766,NA,NA,marrón,NA,34.04238494097728
peruano,hembra,796.5569757036911,23.892495346084843,18.139132240384107,rojizo,sano,36.199687699040965
peruano,macho,773.2149775039063,NA,15.949855148504447,rojizo,gordo,17.288390461173883
andino,macho,665.0376084950096,26.042035078786697,NA,negro,NA,34.47348823621077
andino,hembra,NA,21.781709975596147,20.68698431915638,negro,NA,40.36291916801657
andino,hembra,811.8287188656076,26.320418468721233,19.832233827181753,marrón,sano,19.7362688136454
abisinio,hembra,732.4346608630775,20.729592744401355,NA,blanco,NA,29.85669898815667
andino,hembra,849.7605126934443,30.67441339446054,20.11498466522302,negro,sano,26.63934399671924
americano,macho,NA,22.275273782103568,NA,negro,NA,61.576697514197306
andino,macho,586.1843414204546,24.962115065779308,19.385469255012193,pintado,sano,19.184383527965725
americano,macho,NA,23.025083009328736,19.496704533851673,marrón,NA,62.50346075717244
andino,hembra,NA,NA,NA,blanco,NA,18.984316193150935
híbrido,hembra,NA,38.635605474491825,16.91317914770974,tricolor,NA,25.37991834891987
andino,macho,455.31362946000274,22.64849795269997,16.504359214365955,negro,sano,42.096724500635425
andino,hembra,867.1099835264812,24.86694755196565,21.928523889828856,marrón,sano,40.34126433890246
andino,hembra,658.8260095762337,26.67552906870281,19.38952050402827,blanco,sano,25.885161850526263
andino,hembra,829.8087337736488,22.192791494126137,NA,blanco,NA,29.37152835025485
peruano,macho,NA,21.81725288820341,17.42918501116181,marrón,NA,16.39799667011199
peruano,hembra,632.1221932597157,NA,16.040707771191215,blanco,sano,20.237738440817207
andino,macho,779.1408823304155,NA,17.665247057812394,negro,sano,34.26300480103963
híbrido,hembra,1135.658710945868,28.78519593866672,NA,negro,NA,35.38271329127292
andino,hembra,643.5362682183144,24.452085052270228,NA,marrón,NA,20.278793182022937
americano,hembra,799.7852195205464,NA,22.760765638859542,negro,sano,22.846952980575267
peruano,hembra,786.02808522664,23.43469967061104,19.795347034961956,blanco,sano,50.58165104666429
peruano,macho,812.48091389907,28.22545137902306,NA,negro,NA,26.61805229669539
peruano,hembra,744.8886122163203,24.19251039539273,16.122249645534787,blanco,gordo,45.14753371856954
peruano,hembra,994.8519464040154,31.158458880578763,17.357532542736735,marrón,gordo,34.447084648632114
andino,hembra,762.3476815051521,28.90195597723142,20.734378511748307,marrón,sano,57.92418004751214
andino,macho,653.2478388192411,26.034226425912877,NA,blanco,NA,42.05244946546313
andino,macho,715.6461398491839,30.411589229324377,15.915638684031666,pintado,gordo,11.114687537722824
americano,hembra,NA,31.735301771779625,21.96637740566219,blanco,NA,28.52995766319472
andino,macho,629.2453941854825,28.821173294570052,17.642596623115498,pintado,sano,33.29982652212789
andino,hembra,875.841153204934,27.572687918513367,20.31178373164317,negro,sano,26.992199963346003
andino,macho,NA,NA,18.06149733212959,negro,NA,35.26198033604149
andino,hembra,782.3092132797423,23.6909706911095,19.944167599040735,negro,sano,27.300705107483967
andino,hembra,921.6134748077224,29.832310314051515,20.94158671928843,blanco,sano,35.92835212616194
andino,macho,706.8395666117674,NA,18.45729775584706,pintado,sano,36.72404842616524
andino,hembra,805.6233752311475,26.354393009646103,20.279922036489285,blanco,sano,21.09297584966366
andino,hembra,924.868778240266,28.582946250743227,19.819371120614353,pintado,sano,NA
andino,hembra,985.6663105529966,27.403149422056742,19.433174262034058,marrón,gordo,60.54528344171655
andino,macho,709.0212379247681,27.749074659535623,18.66590885257493,pintado,sano,38.95085088175969
peruano,macho,508.5890493043296,21.997777628881607,16.121336889754375,negro,sano,30.749304994398884
andino,macho,851.2846556642476,22.133766491939394,19.44054165130749,negro,sano,56.03784689144042
híbrido,hembra,623.3908364256706,33.318513622624835,14.637435815743787,marrón,gordo,44.92341368491368
peruano,hembra,884.1963608426224,24.95781775118217,NA,rojizo,NA,59.01075948481013
andino,hembra,829.8764278652155,NA,20.497981815200088,marrón,sano,42.12741676556254
andino,hembra,NA,33.47461652205029,20.08660828913558,negro,NA,26.543439460942484
abisinio,hembra,605.3924302725507,NA,15.58918835714334,blanco,sano,45.50593310034415
peruano,macho,NA,21.74274934641109,NA,blanco,NA,59.79381393647062
andino,hembra,927.4437713275536,29.039124699469692,20.86145490764915,blanco,sano,20.484462386920583
híbrido,hembra,623.1525310970177,17.192067585780116,23.130848663660274,tricolor,flaco,14.058728904354
andino,hembra,NA,NA,NA,blanco,NA,64.24879975916717
andino,hembra,847.751657270946,24.6183578925613,20.666846574944316,pintado,sano,59.106445903798736
peruano,macho,507.78879865917634,25.15288648528499,16.830417187363288,blanco,sano,38.209931474628874
andino,macho,786.7212940382174,NA,14.807768482542809,marrón,obeso,28.755186702123687
andino,hembra,1003.9819777148718,31.160288519552797,18.94843082345967,negro,gordo,NA
híbrido,macho,699.5515275249834,27.763997926464203,19.388517638626368,negro,sano,24.55476213960276
andino,hembra,744.3415268435359,28.755166616410143,20.31059069409778,negro,sano,43.31773095404115
andino,macho,569.4762756599288,NA,18.83607241678095,negro,sano,10.04040315330182
andino,macho,785.6356779373707,32.87624433306454,17.42783803248208,pintado,gordo,61.61161903121346
andino,hembra,757.0978426196593,26.89277893474729,NA,negro,NA,27.895683433107525
peruano,hembra,581.1677689877419,22.56818004726897,17.189080011814983,marrón,sano,61.26874771708786
peruano,macho,636.05902711927,27.125736256514955,NA,negro,NA,42.27812500731387
abisinio,hembra,599.9701945321726,19.87433210350881,17.43553479975199,pintado,sano,61.73137488019851
peruano,hembra,784.4323985513522,29.660958591390667,17.560714781711855,marrón,gordo,45.77703624856541
peruano,hembra,875.1757984789618,27.046806168105316,NA,marrón,NA,NA
americano,macho,659.9621968415806,25.81860144572617,19.592051743405236,blanco,sano,44.985012940236246
andino,macho,NA,26.6804849338157,19.103613455015584,negro,NA,28.73308648044744
peruano,hembra,806.6524717789699,27.609758401877095,NA,tricolor,NA,47.016905227150446
andino,hembra,610.9448638470265,26.73053957849341,19.015501758164476,blanco,sano,31.398176845014284
híbrido,macho,545.2451878643112,32.722075852622694,13.567144765463988,pintado,gordo,11.837249457456654
andino,macho,887.6711655802515,22.941529079340512,NA,negro,NA,53.6972297238854
peruano,hembra,699.0618769284883,24.2208415679025,20.689694827983473,negro,sano,14.957691731809298
híbrido,hembra,757.526971173958,13.977678476714154,22.99916730607303,negro,flaco,17.469596799341865
peruano,macho,720.5072129610196,28.311913509740833,14.961349512787612,negro,gordo,53.13237221922956
andino,hembra,762.6412499924623,25.953508149037585,21.77249881911743,blanco,sano,19.727206240604467
híbrido,hembra,1128.071649879864,18.524256438792175,NA,tricolor,NA,26.098278118021785
americano,macho,893.8141761896743,24.53054752908355,19.664796563051233,marrón,sano,19.15126010683334
andino,macho,721.1516875565865,23.14459227913572,16.485095672356497,negro,gordo,61.11165975734803
andino,hembra,681.5392274965504,27.23358444590011,19.205732689464497,blanco,sano,14.73746372013482
abisinio,hembra,464.13682953005,29.166482104067235,16.476751619154083,marrón oscuro,sano,37.082895853821526
peruano,macho,722.6294198173016,26.235668462724053,NA,negro,NA,22.27956778214348
andino,hembra,816.6725587457554,NA,NA,negro,NA,20.52055376066117
andino,hembra,NA,30.977230692267547,19.980726043077375,blanco,NA,47.565976336949625
andino,hembra,736.7680971429563,27.97022837453941,17.51892709756833,marrón,sano,46.1846153049417
híbrido,hembra,NA,31.392315947808584,16.07121376992605,tricolor,NA,27.867490813394888
andino,macho,NA,27.750391979126544,19.799061233432766,marrón,NA,48.97429373135499
andino,macho,694.9874972757927,NA,NA,negro,NA,26.321240447058862
andino,hembra,757.0061728357973,NA,19.46813719361836,negro,sano,31.59571418978544
andino,hembra,898.8303889414308,NA,NA,negro,NA,22.543172816154133
andino,hembra,829.877497093153,24.87069917354546,19.167726264139787,pintado,sano,37.70321977740339
andino,hembra,853.4457634998403,22.823673260326625,20.149814461491832,pintado,sano,51.06069218219552
americano,macho,1120.484535725882,31.0935717639782,20.076508316226818,negro,gordo,39.576425850926576
peruano,hembra,720.3187057270723,29.96048667205018,17.79655305258354,blanco,sano,52.47102500650487
andino,hembra,634.2738334143901,27.00385192462002,18.96613762988412,pintado,sano,44.7701055907817
andino,macho,788.926918124765,27.294800513618004,17.85698084708317,negro,sano,59.06252103003619
híbrido,macho,726.3289515785004,NA,18.945845257134316,tricolor,sano,32.009934215604765
peruano,hembra,788.8417974962986,23.75472948321848,17.555683901621073,tricolor,gordo,55.23481670125789
andino,macho,671.3795440805128,24.251673300886964,18.777552677587025,negro,sano,20.542177158851715
peruano,macho,726.4382376143521,24.614109331232445,NA,negro,NA,57.25414305139732
peruano,hembra,708.51668621356,21.231464007858783,18.337868709647015,blanco,sano,17.03181717047079
peruano,macho,NA,22.986175971949702,NA,negro,NA,46.32065380203005
andino,hembra,677.6311722970329,30.49851288436116,18.647491341982946,negro,sano,14.671932888393409
andino,macho,615.7791454440513,25.326013304734595,17.804284363334304,pintado,sano,50.87191345145967
andino,macho,824.848813211743,23.54825580066204,NA,marrón,NA,61.01651551200913
andino,macho,802.5195832734075,28.4359019332936,17.38653989583046,negro,gordo,20.29157417854963
andino,macho,613.9287537980815,27.89792733435428,NA,marrón,NA,56.302908557156464
abisinio,hembra,695.0042001989785,22.43252544052143,15.383281675982298,blanco,gordo,62.29707822851715
peruano,hembra,813.4237521447209,19.010654864278237,16.403974136730156,marrón,gordo,20.114552821200263
andino,hembra,858.7245755180674,25.795228420706877,NA,negro,NA,53.479337975963205
peruano,macho,695.3478415810521,22.892070556711992,17.3061943383518,marrón,sano,16.130462991870075
peruano,hembra,NA,NA,17.64578515354898,tricolor,NA,28.879481552083632
andino,hembra,913.9959150772772,26.772623697314256,18.91142544949217,negro,gordo,NA
andino,hembra,963.2179477747372,30.07643006214455,NA,marrón,NA,25.65362947297872
andino,hembra,NA,27.83404887303238,NA,marrón,NA,31.12429869274886
peruano,hembra,NA,30.184371713963028,16.96271769407676,negro,NA,24.28359871485119
peruano,hembra,799.9927038922585,18.98722376823879,16.574059575148663,rojizo,gordo,17.810697896064298
abisinio,hembra,NA,24.399739844085257,15.954246067784128,pintado,NA,13.76464812934099
andino,hembra,645.5100927378803,NA,18.68276212792724,pintado,sano,65.10705124108063
abisinio,hembra,744.5115379315231,NA,15.80998278373244,blanco,gordo,53.493076898813136
andino,hembra,832.0308158860116,27.215845460550064,19.72857681681215,marrón,sano,31.417910414748548
peruano,macho,702.583329094254,NA,NA,rojizo,NA,27.67743233080514
andino,macho,673.9499045650483,26.756534680366833,NA,pintado,NA,16.908555743860123
andino,hembra,811.7662340154787,NA,NA,negro,NA,29.13579199958513
abisinio,hembra,NA,23.49948925976224,15.070454651893463,blanco,NA,56.10906762691724
peruano,macho,683.1339028230959,22.88569654866403,14.168273143235796,negro,gordo,52.987789230127774
peruano,hembra,NA,NA,18.196922066995477,blanco,NA,43.50032034990283
peruano,macho,777.2961665786346,24.924499216650315,NA,blanco,NA,37.77198864380899
peruano,hembra,730.5135170601388,NA,17.58112947154678,blanco,sano,37.16684189287281
peruano,hembra,697.0641913768167,23.076178529726057,NA,blanco,NA,24.550306595373883
andino,macho,NA,NA,16.971860875511798,pintado,NA,23.68922859330533
andino,macho,672.6554946779207,NA,NA,negro,NA,45.21065846840567
peruano,hembra,781.0559279101694,27.662473965813327,18.230725298687663,rojizo,sano,46.427934954466416
híbrido,macho,963.685206302701,25.890574616941045,NA,tricolor,NA,33.6482084510471
peruano,hembra,802.0241243215575,29.719886047550435,NA,negro,NA,35.19343695206149
andino,hembra,796.4103703682175,26.854541476855907,19.147035070501563,negro,sano,49.76704157099391
abisinio,hembra,611.5747187917545,NA,16.87086089454371,marrón oscuro,sano,18.047497055903182
abisinio,hembra,653.0888256738033,20.93119665582928,NA,marrón oscuro,NA,42.53854603804349
abisinio,hembra,546.2509950954061,24.92065830905832,18.5288309248034,blanco,sano,24.288153237303955
andino,hembra,699.0913410571593,23.23145804926902,20.26157447708189,pintado,sano,31.75379943680689
andino,hembra,753.7789286664888,24.53474262359582,20.71868176714229,marrón,sano,45.33489434454428
híbrido,hembra,970.0591520486528,NA,NA,tricolor,NA,36.52623650586379
peruano,hembra,785.0226337978454,28.114530569491276,19.756014529898614,negro,sano,NA
andino,macho,612.866257242027,22.451358172590584,20.26518707114001,blanco,flaco,16.65675469425933
peruano,hembra,831.7747703560615,27.433601950860822,18.1260467895896,tricolor,sano,58.2146962751005
abisinio,hembra,563.8916019118479,19.306635881437646,NA,marrón oscuro,NA,45.00147680619754
americano,hembra,1122.8201323552953,28.425759095945875,NA,marrón,NA,53.64741546263892
andino,hembra,NA,26.7464194439766,19.17182559644718,marrón,NA,42.05684231014313
andino,macho,635.9436698820017,24.674453020523703,18.941960070092755,blanco,sano,56.648131899386584
peruano,hembra,896.974924453904,NA,17.886532168705557,blanco,gordo,30.02057714067631
híbrido,hembra,695.236635225925,24.533694031395015,NA,pintado,NA,NA
andino,macho,812.2912308314288,NA,18.1810529774256,marrón,sano,53.66255299302334
andino,macho,NA,28.258142197166645,NA,negro,NA,47.31225399981594
andino,hembra,1060.8053349238965,31.017825783925577,19.003887764889868,marrón,gordo,55.13504114684302
andino,macho,NA,27.57961079859054,NA,marrón,NA,44.38967819912449
andino,hembra,616.5434879299952,24.521816097697513,19.381151876760935,negro,sano,38.12762489328445
peruano,hembra,780.3181324205498,NA,NA,tricolor,NA,NA
andino,hembra,944.3195967917256,33.56178750858313,NA,blanco,NA,11.051949373926128
andino,hembra,897.0090145448956,25.141906029082772,NA,negro,NA,36.12128149520841
andino,hembra,791.9723150620442,27.34700288247861,20.98982969552593,pintado,sano,18.82666998974551
andino,hembra,885.1987330376525,28.314767759286468,NA,marrón,NA,28.099132701856444
andino,hembra,722.0459433459491,24.35464449452097,19.04395695026814,pintado,sano,40.94330991715731
andino,hembra,983.6904259522672,23.09004423552309,18.87952536586124,marrón,gordo,41.43051871114987
abisinio,hembra,630.7864609897109,27.29025398126899,15.538724532006682,blanco,gordo,27.264235322573803
peruano,macho,728.0064651893406,25.330910056187054,NA,negro,NA,47.445161861726376
peruano,macho,750.5416656084333,27.985832413649312,14.857817405700455,negro,gordo,60.81138158544744
andino,hembra,976.4147447619168,24.939546786047742,19.068052317892676,marrón,gordo,50.14603409155927
andino,macho,836.9367508813241,29.56983801527894,18.831312835631405,marrón,sano,27.55758706312671
peruano,macho,604.3836685188174,23.00992165519471,16.04211059476758,blanco,sano,48.15183972819182
americano,hembra,878.7580582445883,26.86784351636816,NA,tricolor,NA,54.94587439054368
andino,macho,NA,23.951252189873916,18.854011049244967,negro,NA,60.79371243818348
híbrido,hembra,1133.2028200156687,21.176854811108672,21.70681523744818,marrón,sano,35.961779945476486
abisinio,hembra,660.0089781104527,NA,16.301286352863045,blanco,sano,13.607267185197824
peruano,macho,706.7437313611964,22.62760097798952,NA,negro,NA,31.488382528141315
abisinio,hembra,659.0551922152,NA,NA,pintado,NA,41.3199795294225
peruano,hembra,699.7878170666064,24.502802263054605,18.52117638824503,negro,sano,41.2273376234232
andino,hembra,963.0481507083176,25.307632644586786,NA,negro,NA,54.23585846758522
híbrido,hembra,552.2554137840921,25.02741904655649,NA,marrón,NA,26.22325052031853
peruano,macho,NA,22.655961747963957,17.12120476336579,blanco,NA,39.1187896877732
andino,macho,NA,NA,16.952732123061697,negro,NA,11.685222625110118
andino,hembra,851.763727346119,24.789661408269456,21.36626347086877,negro,sano,30.495218971719748
americano,hembra,843.2823556251076,23.927790178034964,21.90831131904225,marrón,sano,63.413533800678984
andino,hembra,800.2998358482843,25.26409045202577,20.94342868504063,pintado,sano,58.270604249496614
andino,macho,805.113115370185,28.49836347939189,17.97291932553197,blanco,sano,48.03460775073144
abisinio,hembra,NA,23.832392737673523,15.699947095018402,marrón oscuro,NA,40.48823885736577
andino,hembra,830.6009197648532,NA,22.97509262721741,marrón,sano,17.506981086737678
andino,macho,642.8422295589301,29.53864470474536,17.58150800533237,negro,sano,16.04816332672607
abisinio,hembra,571.6775905245365,NA,16.46493435692847,blanco,sano,52.51202093780224
peruano,macho,704.8283191089467,26.618641843829952,NA,blanco,NA,32.416998653055174
andino,macho,NA,27.580202645607233,16.585954040461687,marrón,NA,11.221804165902954
andino,macho,724.707672108813,NA,17.156316845098303,negro,sano,42.62687557378238
andino,hembra,885.8684022300864,27.544975305391276,NA,negro,NA,60.19608411986744
andino,hembra,754.7428737859059,28.02358298603734,NA,marrón,NA,10.718219343744256
peruano,hembra,825.8083976655357,NA,17.606206448788488,blanco,gordo,30.463512822743365
andino,macho,807.7075045219104,24.63727243663635,17.075001955951915,pintado,gordo,43.389744209986986
andino,macho,682.7432287877983,30.761638641855352,NA,negro,NA,60.562122914679414
peruano,macho,651.1510705049474,NA,15.89373514752078,tricolor,gordo,41.84990135430087
híbrido,macho,917.7218886967715,20.63706644920734,NA,tricolor,NA,18.362051303370812
andino,hembra,NA,30.97641031138251,19.799233773315752,negro,NA,38.12750799887917
andino,hembra,973.8692806248378,36.168108744438385,20.65717070883055,pintado,sano,15.502196239736792
andino,hembra,NA,28.76218670126787,21.29608697357956,blanco,NA,17.59927488490242
andino,macho,706.8151501311308,NA,17.821809777025095,negro,sano,37.0894428863098
peruano,hembra,NA,28.968869685035745,18.696109234617342,blanco,NA,29.678622222616937
peruano,hembra,756.0172009382503,NA,17.018921827919012,marrón,gordo,39.512135713242856
híbrido,hembra,1236.5819197650917,28.824757850674825,20.608652150986423,negro,gordo,43.545471834817185
andino,macho,876.161131735726,27.482258726728816,17.308524871798078,blanco,gordo,32.03665309561072
andino,macho,678.0484669032426,NA,17.618884330819107,blanco,sano,32.67453033705473
peruano,hembra,758.2852522013926,NA,15.861033289721266,marrón,gordo,23.551260133267547
andino,macho,NA,NA,19.43679667798435,marrón,NA,54.25742962868952
andino,hembra,820.2860314338998,23.91173430950637,19.73961804738128,negro,sano,32.07344116870687
andino,macho,609.2586369447279,25.168440105752403,NA,negro,NA,15.54814854995862
peruano,hembra,699.8858113243143,20.104157496098253,18.022189242987288,negro,sano,18.08094579668134
andino,hembra,844.3761546380717,29.592124085008635,19.920063157799067,pintado,sano,44.78849031575247
peruano,hembra,937.642933122664,22.90339907920802,NA,marrón,NA,15.520746739471646
híbrido,macho,1016.2606622196412,23.80476907905648,17.26610608873849,tricolor,gordo,12.738394028448276
andino,macho,690.3942439360438,26.799690925377327,17.28868992442702,blanco,sano,49.082420639339595
andino,macho,808.7574678105213,NA,NA,blanco,NA,54.97121916815512
peruano,macho,743.0344943687138,28.87015940028345,15.823212867582225,blanco,gordo,40.918365667720536
peruano,hembra,839.4400481958486,25.35186599044375,20.07290863538921,negro,sano,41.927580146642086
andino,macho,484.2443112116015,23.39444913509055,17.310458374541717,pintado,sano,33.303074019065185
andino,macho,NA,NA,17.8911030926795,negro,NA,30.404595534255296
peruano,macho,766.6989373462462,NA,15.480419787601823,rojizo,gordo,21.615790371594382
abisinio,hembra,NA,23.80073053402117,17.672670721975507,blanco,NA,21.55502037584383
andino,macho,725.7937134689226,22.59144877525817,18.25121266678963,pintado,sano,44.73920543515108
andino,macho,612.6006294810206,27.139551564748015,18.45608257609226,negro,sano,31.74820754559149
andino,hembra,1034.4534595328946,25.94738391438127,21.65158119297142,blanco,sano,28.91346595480023
peruano,hembra,646.2897498777896,21.86127258013814,18.629339874360905,blanco,sano,28.967090453378574
peruano,macho,666.1598519831036,24.12111810447392,15.962790555921895,blanco,gordo,48.407106638061215
abisinio,hembra,646.4076569671768,22.148905755648443,14.90108758620694,gris,gordo,14.0544140147392
andino,hembra,824.9185829625884,29.23408046393478,20.111136141523495,pintado,sano,14.946110607999591
andino,macho,589.8575736311782,26.031683153435285,NA,blanco,NA,19.144048944052617
andino,macho,537.8437204164127,NA,17.89534058003184,pintado,sano,47.22153978256428
andino,hembra,641.1600809582551,26.50175137313637,20.55036247439605,blanco,flaco,54.78122568418252
andino,hembra,988.405577359619,29.95195424873311,20.1964900958334,marrón,sano,50.23046016798393
peruano,macho,NA,21.460665724422057,16.19225512050822,blanco,NA,15.63093291108612
peruano,macho,763.8553704903652,26.12014337159639,NA,negro,NA,33.357205606858535
andino,hembra,771.6898654187412,27.84516389108427,20.04751865173931,negro,sano,40.90954617029348
peruano,hembra,778.1487071763956,25.499598059596146,17.77077565743786,rojizo,sano,38.694112965659286
andino,hembra,755.6853891017811,NA,20.78574470624762,negro,sano,57.12370820351894
peruano,macho,617.550228158951,24.5161713693555,14.438016220632226,blanco,gordo,28.405496210720003
andino,hembra,867.1799467434306,23.311494424429505,20.84604138448694,negro,sano,49.04711441089211
andino,macho,752.5706591866613,26.588222282430976,17.334250428074675,blanco,sano,24.419730045799255
peruano,macho,605.0867408786069,22.73521778535557,NA,blanco,NA,12.035229769139065
peruano,hembra,NA,26.864034781785005,NA,blanco,NA,42.81996500360597
andino,macho,868.0027706072134,25.885850973789186,19.063149993650295,marrón,sano,21.392602640201908
híbrido,hembra,877.1928619904533,20.75769898455569,NA,tricolor,NA,50.57211194286149
andino,macho,728.5525754495083,22.106385780001467,17.487656272759427,blanco,sano,57.16231592470562
abisinio,hembra,576.5131404230023,22.595135471368867,NA,marrón oscuro,NA,20.252059770655286
híbrido,hembra,766.562286936258,19.369724947971537,23.64116948163075,tricolor,flaco,62.75253309883989
andino,hembra,849.6994424993761,27.4546023641978,20.339212532771185,negro,sano,24.75676618918991
andino,macho,864.5591303600114,21.95077143481561,16.665280269345526,negro,gordo,29.15284689183359
abisinio,hembra,614.7856731051795,NA,15.118970975589985,marrón oscuro,gordo,47.12246123468216
peruano,macho,680.528164269728,NA,16.513917315319468,blanco,sano,42.37682382447272
abisinio,hembra,510.9823776406406,24.489446021623245,16.066862956023865,marrón oscuro,sano,17.52939018680275
peruano,hembra,911.8393761900414,27.92645016608257,NA,blanco,NA,52.11468824810942
híbrido,hembra,1629.389666705716,29.47342007010323,21.34577781161868,negro,obeso,46.29102895853998
americano,hembra,767.6553356608661,31.8014596915464,NA,negro,NA,11.094978952171154
peruano,macho,628.0926794379033,NA,16.11677297620585,blanco,sano,18.577321345443572
peruano,hembra,913.6287984291164,22.39487903257893,NA,marrón,NA,53.83559615147136
peruano,macho,NA,21.35049993927108,16.48658007544612,blanco,NA,41.667918894905696
americano,hembra,761.529686659351,NA,21.43739005125705,marrón,sano,55.55739093512046
peruano,hembra,NA,NA,NA,tricolor,NA,44.01678172617951
andino,macho,533.9386588294651,23.235257125023303,NA,blanco,NA,15.051797069512832
andino,hembra,685.6063968900083,NA,19.069579238820385,blanco,sano,24.28271312864866
americano,hembra,803.4821510784666,NA,20.81928154558753,negro,sano,53.39362784470012
andino,hembra,843.904703223102,24.937943364943425,19.473846735741937,marrón,sano,18.43709200074351
peruano,hembra,724.6954862445749,23.68495727666246,18.72444452354357,marrón,sano,16.529747473058535
